Example 0 (R.20.09.13) -> R
Example 1 (R.20.09.13) -> R
Example 2 (R.20.09.13) -> R
Example 3 (R.42.16) -> R
Example 4 (R.42.16) -> R
Example 5 (R.42.16) -> R
Example 6 (R.42.16) -> R
Example 7 (R.11.02.03.01) -> R
Example 8 (R.11.02.03.01) -> R
Example 9 (R.11.04.01) -> R
Example 10 (R.11.04.01) -> R
Example 11 (R.11.04.01) -> R
Example 12 (R.11.04.01) -> R
Example 13 (R.01.04) -> R
Example 14 (R.01.04) -> R
Example 15 (R.01.04) -> R.01
Example 16 (R.01.04) -> R
Example 17 (R.01.04) -> R
Example 18 (R.01.04) -> R
Example 19 (R.01.04) -> R.01
Example 20 (R.01.04) -> R
Example 21 (R.01.04) -> R
Example 22 (R.01.04) -> R
Example 23 (R.01.04) -> R.01
Example 24 (R.01.04) -> R
Example 25 (R.01.04) -> R.01
Example 26 (R.01.04) -> R
Example 27 (R.01.04) -> R
Example 28 (R.01.04) -> R
Example 29 (R.01.04) -> R
Example 30 (R.01.04) -> R
Example 31 (R.01.04) -> R
Example 32 (R.01.04) -> R
Example 33 (R.01.04) -> R
Example 34 (R.01.04) -> R
Example 35 (R.01.04) -> R
Example 36 (R.01.04) -> R
Example 37 (R.01.04) -> R
Example 38 (R.01.04) -> R
Example 39 (R.01.04) -> R
Example 40 (R.01.04) -> R.01
Example 41 (R.01.04) -> R
Example 42 (R.01.04) -> R
Example 43 (R.10.01.05.01) -> R
Example 44 (R.10.01.05.01) -> R
Example 45 (R.10.01.05.01) -> R
Example 46 (R.10.01.05.01) -> R.01
Example 47 (R.10.01.05.01) -> R
Example 48 (R.11.02.03.04) -> R
Example 49 (R.11.02.03.04) -> R
Example 50 (R.11.02.03.04) -> R
Example 51 (R.11.02.03.04) -> R.01
Example 52 (R.11.02.03.04) -> R
Example 53 (R.11.02.03.04) -> R
Example 54 (R.11.02.03.04) -> R
Example 55 (R.11.02.03.04) -> R
Example 56 (R.11.02.03.04) -> R
Example 57 (R.11.02.03.04) -> R
Example 58 (R.11.02.03.04) -> R
Example 59 (R.11.02.03.04) -> R
Example 60 (R.11.02.03.04) -> R
Example 61 (R.11.02.03.04) -> R
Example 62 (R.11.02.03.04) -> R
Example 63 (R.11.02.03.04) -> R
Example 64 (R.11.02.03.04) -> R
Example 65 (R.11.02.03.04) -> R
Example 66 (R.11.02.03.04) -> R
Example 67 (R.11.02.03.04) -> R
Example 68 (R.11.02.03.04) -> R
Example 69 (R.11.02.03.04) -> R
Example 70 (R.11.02.03.04) -> R
Example 71 (R.11.02.03.04) -> R
Example 72 (R.11.02.03.04) -> R
Example 73 (R.11.02.03.04) -> R
Example 74 (R.11.02.03.04) -> R
Example 75 (R.11.02.03.04) -> R
Example 76 (R.11.02.03.04) -> R
Example 77 (R.11.02.03.04) -> R.01
Example 78 (R.11.02.03.04) -> R
Example 79 (R.11.02.03.04) -> R
Example 80 (R.11.02.03.04) -> R
Example 81 (R.11.02.03.04) -> R
Example 82 (R.11.02.03.04) -> R
Example 83 (R.11.02.03.04) -> R
Example 84 (R.11.02.03.04) -> R
Example 85 (R.11.02.03.04) -> R
Example 86 (R.11.02.03.04) -> R
Example 87 (R.12.01.01) -> R
Example 88 (R.12.01.01) -> R
Example 89 (R.12.01.01) -> R
Example 90 (R.12.01.01) -> R
Example 91 (R.12.01.01) -> R
Example 92 (R.12.01.01) -> R
Example 93 (R.12.01.01) -> R
Example 94 (R.12.01.01) -> R
Example 95 (R.12.01.01) -> R
Example 96 (R.12.01.01) -> R
Example 97 (R.12.01.01) -> R
Example 98 (R.12.01.01) -> R
Example 99 (R.12.01.01) -> R
Example 100 (R.12.01.01) -> R
Example 101 (R.12.01.01) -> R
Example 102 (R.12.01.01) -> R
Example 103 (R.12.01.01) -> R
Example 104 (R.12.01.01) -> R
Example 105 (R.12.01.01) -> R
Example 106 (R.12.01.01) -> R
Example 107 (R.12.01.01) -> R
Example 108 (R.01.05) -> R.01
Example 109 (R.01.05) -> R
Example 110 (R.01.05) -> R
Example 111 (R.01.05) -> R
Example 112 (R.01.05) -> R
Example 113 (R.01.05) -> R
Example 114 (R.01.05) -> R.01
Example 115 (R.01.05) -> R
Example 116 (R.01.05) -> R
Example 117 (R.01.05) -> R
Example 118 (R.01.05) -> R
Example 119 (R.01.05) -> R.01
Example 120 (R.01.05) -> R
Example 121 (R.01.05) -> R
Example 122 (R.01.05) -> R
Example 123 (R.01.05) -> R
Example 124 (R.34.01.01.01) -> R
Example 125 (R.34.01.01.01) -> R
Example 126 (R.34.01.01.01) -> R
Example 127 (R.34.01.01.01) -> R
Example 128 (R.01.05.02.07) -> R
Example 129 (R.01.05.02.07) -> R
Example 130 (R.01.05.02.07) -> R
Example 131 (R.01.05.02.07) -> R
Example 132 (R.43.01.03.09) -> R
Example 133 (R.43.01.03.09) -> R
Example 134 (R.43.01.03.09) -> R
Example 135 (R.43.01.03.09) -> R
Example 136 (R.43.01.03.09) -> R
Example 137 (R.01.05.25) -> R
Example 138 (R.01.05.25) -> R
Example 139 (R.20.09.01) -> R.01
Example 140 (R.40.01) -> R
Example 141 (R.30.01) -> R
Example 142 (R.16.03.01) -> R.01
Example 143 (R.16.03.01) -> R
Example 144 (R.16.03.01) -> R
Example 145 (R.16.03.01) -> R
Example 146 (R.16.03.01) -> R
Example 147 (R.16.03.01) -> R
Example 148 (R.16.03.01) -> R
Example 149 (R.16.03.01) -> R
Example 150 (R.01.07.01) -> R
Example 151 (R.01.07.01) -> R
Example 152 (R.01.07.01) -> R
Example 153 (R.01.07.01) -> R.01
Example 154 (R.01.07.01) -> R
Example 155 (R.01.07.01) -> R
Example 156 (R.12.07) -> R
Example 157 (R.12.07) -> R
Example 158 (R.32.07) -> R.01
Example 159 (R.32.07) -> R.01
